"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at"
"* -o ffuf.csv*",".{0,1000}\s\-o\sffuf\.csv.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","0","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*/ffuf.git*",".{0,1000}\/ffuf\.git.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*/ffuf/ffufrc*",".{0,1000}\/ffuf\/ffufrc.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*cd ffuf*",".{0,1000}cd\sffuf.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","0","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf *-input-cmd*",".{0,1000}ffuf\s.{0,1000}\-input\-cmd.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","0","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf *-u http*",".{0,1000}ffuf\s.{0,1000}\-u\shttp.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","0","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf -c *",".{0,1000}ffuf\s\-c\s.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","0","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf -w *",".{0,1000}ffuf\s\-w\s.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","0","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf.exe*",".{0,1000}ffuf\.exe.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf/ffuf*",".{0,1000}ffuf\/ffuf.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf_*_freebsd_*.tar.gz*",".{0,1000}ffuf_.{0,1000}_freebsd_.{0,1000}\.tar\.gz.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf_*_linux_*.tar.gz*",".{0,1000}ffuf_.{0,1000}_linux_.{0,1000}\.tar\.gz.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf_*_macOS_*.tar.gz*",".{0,1000}ffuf_.{0,1000}_macOS_.{0,1000}\.tar\.gz.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf_*_openbsd_*.tar.gz*",".{0,1000}ffuf_.{0,1000}_openbsd_.{0,1000}\.tar\.gz.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf_*_windows_*.zip*",".{0,1000}ffuf_.{0,1000}_windows_.{0,1000}\.zip.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*ffuf-master.zip*",".{0,1000}ffuf\-master\.zip.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*fuff *-input-shell*",".{0,1000}fuff\s.{0,1000}\-input\-shell.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","0","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*fuff *-scraperfile*",".{0,1000}fuff\s.{0,1000}\-scraperfile.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","0","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*fuff *-scrapers*",".{0,1000}fuff\s.{0,1000}\-scrapers.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","0","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*https://ffuf.io.fi*",".{0,1000}https\:\/\/ffuf\.io\.fi.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
"*https://ffuf.io/FUZZ*",".{0,1000}https\:\/\/ffuf\.io\/FUZZ.{0,1000}","offensive_tool_keyword","ffuf","Fast web fuzzer written in Go","T1110 - T1550","TA0006 - TA0008","N/A","N/A","Reconnaissance","https://github.com/ffuf/ffuf","1","1","N/A","N/A","10","11322","1193","2024-04-07T15:24:38Z","2018-11-08T09:25:49Z"
