"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at","Unnamed: 20"
"*dirsearch*",".{0,1000}dirsearch.{0,1000}","offensive_tool_keyword","dirsearch","Dirsearch is a mature command-line tool designed to brute force directories and files in webservers.","T1110 - T1114 - T1100 - T1313","TA0001 - TA0007","N/A","N/A","Web Attacks","https://github.com/maurosoria/dirsearch","1","0","N/A","N/A","10","11216","2247","2024-03-30T11:00:39Z","2013-04-30T15:57:40Z",""
