"keyword","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at"
"*P4wnP1*","offensive_tool_keyword","P4wnP1","P4wnP1 is a highly customizable USB attack platform. based on a low cost Raspberry Pi Zero or Raspberry Pi Zero W (required for HID backdoor).","T1200 - T1056.001 - T1059.003 - T1547.001","TA0002 - TA0003 - TA0004","N/A","N/A","Network Exploitation tools","https://github.com/RoganDawes/P4wnP1","1","1","N/A","N/A","10","3812","669","2019-10-31T12:30:16Z","2017-02-22T14:34:09Z"
