"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at","Unnamed: 20"
"*/OffensiveCSharp.git*",".{0,1000}\/OffensiveCSharp\.git.{0,1000}","offensive_tool_keyword","OffensiveCSharp","Collection of Offensive C# Tooling","T1059.001 - T1055.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/matterpreter/OffensiveCSharp/tree/master","1","1","N/A","10","10","1305","234","2023-02-06T14:56:26Z","2019-02-06T00:32:29Z",""
"*/OffensiveCSharp/*",".{0,1000}\/OffensiveCSharp\/.{0,1000}","offensive_tool_keyword","OffensiveCSharp","Collection of Offensive C# Tooling","T1059.001 - T1055.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/matterpreter/OffensiveCSharp/tree/master","1","1","N/A","10","10","1305","234","2023-02-06T14:56:26Z","2019-02-06T00:32:29Z",""
"*\OffensiveCSharp\*",".{0,1000}\\OffensiveCSharp\\.{0,1000}","offensive_tool_keyword","OffensiveCSharp","Collection of Offensive C# Tooling","T1059.001 - T1055.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/matterpreter/OffensiveCSharp/tree/master","1","0","N/A","10","10","1305","234","2023-02-06T14:56:26Z","2019-02-06T00:32:29Z",""
"*OffensiveCSharp-master*",".{0,1000}OffensiveCSharp\-master.{0,1000}","offensive_tool_keyword","OffensiveCSharp","Collection of Offensive C# Tooling","T1059.001 - T1055.001 - T1027","TA0002 - TA0005","N/A","N/A","Exploitation tools","https://github.com/matterpreter/OffensiveCSharp/tree/master","1","1","N/A","10","10","1305","234","2023-02-06T14:56:26Z","2019-02-06T00:32:29Z",""
