"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at","Unnamed: 20"
"*$ThisIsNotTheStringYouAreLookingFor*",".{0,1000}\$ThisIsNotTheStringYouAreLookingFor.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","0","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
"*/mimidogz.git*",".{0,1000}\/mimidogz\.git.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","1","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
"*\mimidogz-master*",".{0,1000}\\mimidogz\-master.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","0","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
"*f2ee8facc06d5525d4bb73e079e8b599a0a2893351193013ba45ca311dbac50e*",".{0,1000}f2ee8facc06d5525d4bb73e079e8b599a0a2893351193013ba45ca311dbac50e.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","0","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
"*fir3d0g/mimidogz*",".{0,1000}fir3d0g\/mimidogz.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","1","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
"*https://www.blackhillsinfosec.com/bypass-anti-virus-run-mimikatz*",".{0,1000}https\:\/\/www\.blackhillsinfosec\.com\/bypass\-anti\-virus\-run\-mimikatz.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","1","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
"*Invoke-Dogz.ps1*",".{0,1000}Invoke\-Dogz\.ps1.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","1","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
"*Invoke-MimiDoggies*",".{0,1000}Invoke\-MimiDoggies.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","0","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
"*Invoke-Mimidogz*",".{0,1000}Invoke\-Mimidogz.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","0","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
"*Invoke-Mimidogz.ps1*",".{0,1000}Invoke\-Mimidogz\.ps1.{0,1000}","offensive_tool_keyword","mimidogz","Rewrite of Invoke-Mimikatz.ps1 to avoid AV detection","T1055 - T1560.001 - T1110.001 - T1003 - T1071","TA0005 - TA0040 - TA0006","N/A","N/A","Credential Access","https://github.com/projectb-temp/mimidogz","1","1","N/A","10","1","0","0","2019-02-11T10:14:10Z","2019-02-11T10:12:08Z",""
