"keyword","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at"
"* upload*.systemmonitor.eu.com*/command/agentprocessor*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","1","N/A","10","10","N/A","N/A","N/A","N/A"
"*\Advanced Monitoring Agent\debug.log*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","0","N/A","10","10","N/A","N/A","N/A","N/A"
"*\Advanced Monitoring Agent\staging*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","0","N/A","10","10","N/A","N/A","N/A","N/A"
"*\Advanced Monitoring Agent\task_start.js*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","0","N/A","10","10","N/A","N/A","N/A","N/A"
"*\Advanced Monitoring Agent\unzip.exe*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","0","N/A","10","10","N/A","N/A","N/A","N/A"
"*\Advanced Monitoring Agent\winagent.exe*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","0","N/A","10","10","N/A","N/A","N/A","N/A"
"*\Program Files (x86)\Advanced Monitoring Agent\*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","0","N/A","10","10","N/A","N/A","N/A","N/A"
"*\Program Files\Advanced Monitoring Agent\*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","0","N/A","10","10","N/A","N/A","N/A","N/A"
"*\Start Menu\Programs\Advanced Monitoring Agent.lnk*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","0","N/A","10","10","N/A","N/A","N/A","N/A"
"*Advanced Monitoring Agent HTTP Retriever 1.1*","greyware_tool_keyword","Nsight RMM","Nsight RMM usage","T1021 - T1219 - T1563 - T1608","TA0002 - TA0008 - TA0011 - TA0040","N/A","N/A","RMM","https://www.n-able.com/products/n-sight-rmm","1","1","user-agent","10","10","N/A","N/A","N/A","N/A"
