"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at","Unnamed: 20"
"*/wpaf/finder.py*",".{0,1000}\/wpaf\/finder\.py.{0,1000}","offensive_tool_keyword","wpaf","WordPress admin finder","T1596","TA0007","N/A","N/A","Web Attacks","https://github.com/kancotdiq/wpaf","1","0","N/A","N/A","1","67","14","2018-07-12T04:55:58Z","2018-07-11T18:09:11Z",""
"*kancotdiq/wpaf*",".{0,1000}kancotdiq\/wpaf.{0,1000}","offensive_tool_keyword","wpaf","WordPress admin finder","T1596","TA0007","N/A","N/A","Web Attacks","https://github.com/kancotdiq/wpaf","1","0","N/A","N/A","1","67","14","2018-07-12T04:55:58Z","2018-07-11T18:09:11Z",""
