"keyword","metadata_keyword_regex","metadata_keyword_type","metadata_tool","metadata_description","metadata_tool_techniques","metadata_tool_tactics","metadata_malwares_name","metadata_groups_name","metadata_category","metadata_link","metadata_enable_endpoint_detection","metadata_enable_proxy_detection","metadata_comment","metadata_severity_score","metadata_popularity_score","metadata_github_stars","metadata_github_forks","metadata_github_updated_at","metadata_github_created_at","Unnamed: 20"
"* smuggler.py*",".{0,1000}\ssmuggler\.py.{0,1000}","offensive_tool_keyword","smuggler.py","HTML Smuggling Generator","T1564.001 - T1027 - T1566","TA0005","N/A","N/A","Phishing - Defense Evasion","https://github.com/infosecn1nja/red-team-scripts/blob/main/smuggler.py","1","0","N/A","9","3","248","47","2023-06-14T02:13:19Z","2023-01-15T22:37:34Z",""
"*/smuggler.py*",".{0,1000}\/smuggler\.py.{0,1000}","offensive_tool_keyword","smuggler.py","HTML Smuggling Generator","T1564.001 - T1027 - T1566","TA0005","N/A","N/A","Phishing - Defense Evasion","https://github.com/infosecn1nja/red-team-scripts/blob/main/smuggler.py","1","1","N/A","9","3","248","47","2023-06-14T02:13:19Z","2023-01-15T22:37:34Z",""
"*\smuggler.py*",".{0,1000}\\smuggler\.py.{0,1000}","offensive_tool_keyword","smuggler.py","HTML Smuggling Generator","T1564.001 - T1027 - T1566","TA0005","N/A","N/A","Phishing - Defense Evasion","https://github.com/infosecn1nja/red-team-scripts/blob/main/smuggler.py","1","0","N/A","9","3","248","47","2023-06-14T02:13:19Z","2023-01-15T22:37:34Z",""
